start,end,video,utterance,state,transcript,translation
175.5700625,205.2989375,test_011,utterance_004,test, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
205.5989375,217.9780625,test_011,utterance_005,test, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
218.2780625,222.0313125,test_011,utterance_006,test, Peugeot kapalı yüzme havuzu sizinle yarışı gibi hissettirdi,The Peugeot indoor swimming pool made you feel like a race
222.3313125,317.704375,test_011,utterance_007,test,  tarayıcı nedir abinin kapısında şemsiye var o Şemsiye de neden acaba Belki oradan kuru çocuklarının belki soğuktan kolay ama evin içinde yaptıkları şey insanın ailesini bile değişik ayakları bile değişik sanki birisi kırılmış gibi yeniden tamir etmişler ama gerçek hayallerine konuşmamış bu resimde görmüştüm resmine gelmiştim birlik beraberlik içinde olmak lazım ailesinden her şeyi beraber paylaşmak lazım ayrı gayrı olursa Aylin Herkes bir yana gider ne olursa olsun çekirdek gibi olmamız lazım çekirdeğin içindeki çekirdek gibi Ozan versiyon hiçbir şeyde yazmıyor mu güzel ve tabloları Pencereden bakınca Civcivler var sanki içerde dekorazon var sanki Fotoğraf da onları izliyor belki Ümraniye öyle gayret sormak istiyorum Ha otur da bir gün ölecek Paris Otel yiyecekler Karar verecekler,"what is the scanner umbrella at the door of your brother o why the umbrella is in the heart Maybe the dry children are easy from the cold maybe but they do in the house even the family of the people even the different feet have been repaired like somebody else is broken but they did not talk to their true dreams, we need to share everything from family to family Aylin Everyone goes away Anyway we need to be like a nucleus Like a nucleus in the kernel Ozan version does not write anything beautiful and tables Look at the window Chicks are there as if there is a decorazon in the photo Perhaps they are watching them Ümraniye I want to try so hard Ha sit down and die one day Paris Foods will decide"
318.004375,399.38675,test_011,utterance_008,test, Sümeyye çok istiyorum Kavimler şey yapıyoruz böyle deneme sürüşleri falan yapıyorduk o zamanlar benim çok hoşuma gidiyor araba sürmeyi öğreneceğim zamanlar ilkokuldan Üzerimde çok var ama belki arabamızı aldığımız zaman öyle bir çok sevmiştim ki herkesin arabası Vardı bizim yoktu şimdi o zaman da güzel bir şey de araba sürüyor dedi bu kızı giderim Ben arabayla tamam yaşamınızdaki en güzel hatıralarımız anlatır mısınız en güzel hatıram Yenişehir yolunda Araba almışsın çok sever misin o zaman uygulama çok istiyorum Böyle sürmeyi çok istiyorum ondan sonra mahallede bağırta bağırta gidiyorum ya veriyordum falan çok hoşuma gidiyordu ama şimdi vermiyorlar arabayı masaüstü yatıyormuş öyle bir şeymiş şimdi hiç alamıyorum Kaç aydır vermiyorlar hastalığından dolayı vermiyorlar,"I want a lot of silence We do things like tribes We were doing things like test driving or something like that I&#39;m enjoying my time I&#39;ll learn how to drive cars from elementary school I have a lot on me but maybe when I picked up my car I loved it so much that everyone had a car There was not us now, he said I&#39;ll take care of this girl I&#39;ll drive by car I will be the most beautiful memories of your life Tell me the most beautiful memories I&#39;m on the way to Yenisehir I like the car you bought so much I want to practice so much I want to drive like this after that I go yelling in the yard or crying in the yard or giving too much but now do not give the car lies on the desktop I do not get it now I do not give it How many months do not give due to illness"
399.68675,403.56,test_011,utterance_009,test, Ben teşekkür ederim,I thank you
0.0,14.6766875,train_081,utterance_001,train, , 
14.9766875,43.3594375,train_081,utterance_002,train, Siz görüyorsunuz size geliyorum,"You see, I come to you"
43.6594375,53.396125,train_081,utterance_003,train, bu ara harita,this is the map
53.696125,77.3186875,train_081,utterance_004,train, 55, 55
77.61868750000002,84.527625,train_081,utterance_005,train, Tüm arkadaşlarımın,All my friends
84.827625,106.4993125,train_081,utterance_006,train, yumurta yemi,egg meal
106.7993125,111.2823125,train_081,utterance_007,train, , 
111.5823125,123.4550625,train_081,utterance_008,train, pis ter kokusu,stinky smell
123.7550625,234.048,train_081,utterance_009,train, Ben isterim Herkes okusun bayrağını seni çok sevdim üniversite okumayan çok annemi kaybettim kesin bir Fakültesi olmadıktan sonra Veysel gözler Kıskanırlar güzelim işte atabilirler Çok sevdiğim bir işim var bunda yapıyorsunuz o kadar mutlu geçti kartına bir tek üzüntüm Zonguldak'ta okuduğum zaman çok başarılıydı takdir teşekkür öğrenme Karadeniz'e doğru bugünkü Çok teşekkür ederim size,I want everyone I read your love flag I loved you very much I lost my mother who has not read a university After I was not a certain Faculty Veysel eyes I can be jealous of my beautiful job I have a job I love so much I was so happy that I was so happy that I was very successful when I read in Zonguldak Thank you very much today
0.0,86.48525000000002,train_054,utterance_001,train, Tabii insanda dili ile kafir denilebilir Hani dili dili ile kötülüyor beni iftira atıyor Her türlü nane yiyor Benim bu benim adıma onlara insanlardan soğutuyor Beni anneme bir hatası yok Annemi baskılayan babam babam düzelirse inanıyorum ki bizim aile düzelecek bu resimde çaresiz bir insan var hani merhaba ben Salih buraya neden geldiniz anlatır mısınız buraya geldim Beni hasta zannediyorum Polislere de gittim şikayetleri ile konuştum Önce bir şey olmadı yani sıkıntı yok tek sıkıntı babam babam Sanıyor beni bir Ben diyorum bir Babam bir kola açıkçası babamın tedavi görmesini isterim ben hani ona ve resim benim ya yedim ilaçlar daha iyi olmasını istiyorum hani aslında güzelmiş artık İsyan Gibi bir şey hani Bir çıkar yol arıyor kendince Ee hem dua eden hem de ağlıyor bence yani kendi yaptığım gibi bazen bana da oluyor böyle ama bu kişiyi bu ruh halinden Bence rahatlık da çıkabilir yani hiç zor bir şey değil yapması gereken dua ağlamak dua,Of course I can be called indoors with the word kafirs Hani is spoken with the language is defamating me Everything is minting My name is cooling them out of my mind There is no mistake in my mother There is no mistake in my mother If my father who represses my mother gets better my family will come to this family in this picture I have a desperate person hani hello ben Salih why did you come here you tell me I came here I thought I was sick I went to the police I talked to you with your complaints I did not have any problems so there was no trouble single trouble my father dad I think I am a I say a dad I want to treat my father obviously my dad I want it to be better Hani is actually beautiful Like a rebellion Something like a hani Looking for a way out of herself Ee both praying and crying I think that as I do it sometimes happens to me as well but this person can be comforted in this mood I think prayer not to do pray to cry
86.78525,136.5158125,train_054,utterance_002,train, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 kötü bir hatıra hatıra mı desem bilmiyorum da Cevahir'de bir kız benden etkilemişti onu açacaktım sonra sağ olsun babamın engelledi sonra İstanbul Sokaklarında bağıra bağıra alırım işleminde vardı almamı sebebi kız için değil aslında Onun için hani ben neresi yenmiştir Ben de onu aradım atmadığım için üzüldüm ben babamın yaptıkları da beni üzdü hepsi birden geldi,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 I do not know whether it is a bad memory or a souvenir I had a girl in Cevahir I would have opened it then I was right my father was hindered and then I was in the process of buying in Istanbul streets I was in the process of getting the fact that it was not for the girl but the fact that it was the hani for me to defeat it I also felt sorry for not throwing it up I did it all my father came to me
136.8158125,145.4043125,train_054,utterance_003,train, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23
145.7043125,149.887875,train_054,utterance_004,train, gelecek olan sevmediği gelişmeler,future developments
150.187875,181.2064375,train_054,utterance_005,train,  fakir ama mutlu bir aile tablosu diye düşünüyorum anne baba çoluk çocuğu nine hayvanat bahçesi nerede hayvanları seven insanları seven doğayı seven bir tablo bence hani en güzel bir tablo olması gereken bir tablo her şey için insanlar Benim gördüğüm bu yani Ulan da bu gerçek olan da bu,I think it is a poor but happy family chart Parents child&#39;s grandparents Zoo garden where loves animals loves a table I love nature I think it&#39;s the most beautiful table A table that should be the people for all That&#39;s what I see I mean this is also the real thing
181.5064375,202.8333125,train_054,utterance_006,train, hiç hatıran Bilmiyorum ki bir arkadaşa en güzel ben kötüyüm Bilmiyorum zaten bir en güzel bir yanına götürüp olsan da fark etmez,I do not know I do not know the best of a friend I&#39;m bad I do not know I do not realize if you take it to a most beautiful place
203.1333125,205.944,train_054,utterance_007,train, ben de teşekkürler,I thank you too
0.0,3.6735625,test_049,utterance_001,test, , 
3.9735625,34.043,test_049,utterance_002,test, gelmek istedim Rüya anlatmak istiyorum yaşadıklarım Yusuf kırma anlatmak için geldim kızımla ilgili bir olay geçmişti,I wanted to come to the dream I want to tell you what I&#39;ve been through I came to tell you how to break down Yusuf I had an incident about my daughter
34.343,42.6276875,test_049,utterance_003,test, üzgün ve düşünceli bir resim insan,a sad and thoughtful person
42.9276875,69.7615625,test_049,utterance_004,test, Günaydın oğlum o kadar çok var ki hangi ne anlatılıyor unutmak istiyorum artık görmek istiyorum  brahim amca 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,There are so many boys that I am so glad I want to forget now I want to see now Uncle brahim 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
70.06156250000001,82.474125,test_049,utterance_005,test, 12345678 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 12345678 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
82.774125,84.7673125,test_049,utterance_006,test, , 
85.0673125,100.6343125,test_049,utterance_007,test, Hayriye çok tatlı uyuyor anne baba çocuklar Kardeşler tavuk benim Neyi anladın mı,The sweetie sleeps so sweet parents children sisters chickens mine What do you understand
100.9343125,105.69,test_049,utterance_008,test, , 
105.99,117.576,test_049,utterance_009,test, üzerindeki çocukların kucağıma aldırma,ignore children&#39;s lap
0.0,6.7245,train_033,utterance_001,train, , 
7.0245,10.1680625,train_033,utterance_002,train, , 
10.4680625,62.1051875,train_033,utterance_003,train, nereden Ondan bir 500 lira para istemiştim kardeşim bana atama girdiğimi düşünerekten beni hastaneye yatırdı Halbuki ben o rakiplerin hepsini sağlık sorunlarım için harcamıştım teşekkür ediyorum Öncelikle Hepinizi çok seviyorum Elvan hocamı da Ayrıyetten seviyorum Şimdi aralık ayı benim için Biraz maddi anlamda külfetli bir ay oldu sağlık sorunlarım oldu birtakım Dolayısıyla masrafların çok oldu bu hastalıktan Para harcama olduğu için kardeşim tekrar Man yatağına girdiği müdür,I wanted a 500 pounds money from him I thought I had an appointment with my brother and he made me invest in the hospital But I spent all those opponents for my health problems thank you First I love you all First I love my elven coach I love you from Separate Now for me for a month in a bit material sense was a burdensome month I had health problems So a lot of expenses were spent on this disease because my brother was spending money on the Man bed again
62.4051875,65.058375,train_033,utterance_004,train, , 
65.358375,87.1695625,train_033,utterance_005,train, bambu tablosudur Bu tablo şöminenin başında toplumda hep dışlanmıştır hastanelerde geçmiştir ömrü çünkü onu kimse anlamamıştır kimse çözemem iştir,bamboo table This table was always excluded in the society at the beginning of the firemen passed in hospitals because life nobody understood it nobody can solve
87.4695625,254.5450625,train_033,utterance_006,train, vermedim Bir gün bu konuma geleceğim ben adım gibi emindim şimdi Allah'ın sevgili kulu oldum kul oldum ve bundan sonra da beni kimse bu yolundan çevirecek hatıram yok Param yok Param yok hep güzel anılarım var 1 2 3 4 5 6 7 8 9 10 nefes aldığına şükret Allah bütün açılardan teker teker kurtuldum ve bugünlere Erdim ben gülerim doğuşta doğduğunda bir fotoğrafım var gülerek doğmuşum zaten hep güldüm ama etrafın bunu hep yanlış anladı ayağımı kaydırmaya çalıştın laf soktu benim huzurumu bozmaya çalıştı ama hiç kimseye ve hiç kimseye kötü bir hatıra derken acı tarafından hayatımı ele alırsak aslında bir saniye dahi mutlu geçmedi Ama ben hep mutluydum ir gün bunların biteceğini ve güzel günlerin geleceğinden adım gibi eminim adım nasıl İlknur da bu kötü günlerin biteceğini ve güzel günlerin ge oda resimlerinde ruhsal durumunu anlatmaya çalışmıştır bu tablosunda da yine kimseyi görmek istemediğini kimseyi duymak istemediğini kimseye bir şey söylemek istemediğini ifade etmektedir teşekkür ediyorum Pardon Yine baktım geçtim anlatayım mı o canım neden kötü bir hatıram 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 Ben adım gibi emindim hiç umutlarımı yitirmedim birçok ölüm tehlikesi geçirdim bunlar aslında kötü hatıralardır ama ben burada bunları teker teker saymak istemiyorum hayatım saniye saniye ızdırap ve işkenceyle geçti ama ben her zaman Allah'ın ismini dilimden düşürmede şükrümü ettim her nefesimde Allah'a şükrettim,"I will come to this position someday I&#39;m as stepped as I am now I am God &#39;s beloved soul I used to be And no one will ever turn me away from this path No Param No Param No good memories always 1 2 3 4 5 6 7 8 9 10 thank God I got rid of all the angles one by one and I am nowadays I have a picture when my ladies are born born I laughed and laughed and I was always laughing I tried to slip my paw I tried to slip my foot but I tried to break my peace But when I say no to anyone, actually we were not happy for a second, but I am always happy and I will surely end these days and I am sure that my beautiful days will come to the future as I step on how İlknur tried to explain these mysterious days and the mental state in the pictures of the ge rooms of beautiful days. I also heard that you do not want to see anybody again on this chart I do not want to say anything to anyone I do not want to say thank you Thank you Pardon I look again I have narrated my dear Why is it a bad memoir 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 I have lost many dangers of death, these are actually bad reminders, but I do not want to count them one by one, my life has been agonizing and tortured for seconds, but I have always been grateful to God for falling from my name,"
254.8450625,272.5330625,train_033,utterance_007,train, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 hepsi mi yoksa birden gelecek 30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 Is it all or will come suddenly 30
272.8330625,275.4601875,train_033,utterance_008,train, , 
275.76018750000003,307.33625,train_033,utterance_009,train,  Abidin dino'nun mutluluk fotoğrafıdır yani mutluluk beğenmemiştim Ama ben bu fotoğrafı ilk gördüğüm andan itibaren ismine mutluluk tablosu diye koymuşum dur Bana hep sıcak bir yuvaya kalabalık bir aileye nne anneanne babaanne dede ama ben hiç bunların hiç birini yaşayamadım İnşallah bundan sonra yaşarım sizi çok seviyorum Teşekkür ediyorum,"Abidin is a happiness photo of Dino, so I did not like happiness but I have put this name as a table of happiness from the moment I first saw this photo. I always have a hot family with a crowded family. Nana grandma grandma grandpa but I never experienced any of these. I would"
307.63625,356.38925,train_033,utterance_010,train, Allah'ı dilimden düşünmeyeceğim Vallahi dilimden düşünmeyeceğim isterseniz ömrümün sonuna kadar beni burada tutabilirsiniz Allah'ın oğlan her Hanım benim en güzel hatıram Iğdır güzel hatıralarım çok allahımla olan her anım çok güzel geçti bilgi 7 Ocak 1982'de annemi kaybettim Anneciğim beni Allah'ıma emanet etti ve Allah'ım beni her türlü kötülüklerden korudu burada çok Allah ismi diyorum hasta olduğumu düşünebilirsiniz ama ben böyleyim isterseniz,"I will not think of Allah from my tongue Vallahi I will not think of my tongue until the end of my life You can keep me here God&#39;s boy Every lady&#39;s best memories Iğdır my beautiful memories I&#39;ve been very good with all my memories I lost my mother on January 7, 1982 Momentum entrusted me with Allah and Allah has kept me from all kinds of evil, but here I can say that I am sick and say I am sick, but I am saying that"
356.68925,360.936,train_033,utterance_011,train, ben teşekkür ediyorum,I thank you
0.0,15.1920625,train_095,utterance_001,train, bu çalışmaya katılmayı kabul ettiğiniz için teşekkür ederiz lütfen her sayfada ki verilecek gönderi tamamlama ki sonra Boşluk tuşuna basabilirsiniz,"thank you for agreeing to participate in this work, please complete the shipment for each page and then press the Space key"
15.4920625,29.87875,train_095,utterance_002,train, buraya neden geldiniz iyileşmek için  ok da iyiyim Şu an Allah'a çok şükür ben şokla beraber hepsi beraber iyi oldum İyiyim yani şu an,why are you here I am ok to heal Right now I am so thankful to God that I am well together with the shock I am good now
30.17875,40.64175,train_095,utterance_003,train, gelecek Onlar sayfasındaki resim biz size neler hissettirir,they will come to you on the next page
40.94175,52.8903125,train_095,utterance_004,train, Ne bileyim boş vermiş bir adama benziyor veresiye onu anlat anlat anlıyorum ben önce buraya şimdi başka bir açıklaması yok,I do not know what else to say
53.19031250000001,71.525375,train_095,utterance_005,train, kötü bir hatıra anı anlatır mısınız kötü bir şey yok Ne anlatayım en çocuklar ayırayım beş tane kızımdan ayırayım zor bir şey kolay bir şey değil öyle,will you tell me a bad memorial moment no bad thing what I tell you most children sort of match my daughter from five difficult things is not easy
71.82537500000002,90.5343125,train_095,utterance_006,train, 1'den 30'a kadar sayar mısınız 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,Are you a number from 1 to 30 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
90.8343125,106.7186875,train_095,utterance_007,train, 1'den 30'a kadar hızlı 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30,Fast from 1 to 30 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
107.0186875,114.161625,train_095,utterance_008,train, gelecek Onlar sayfasında ki resim anlat anlatır mısınız size neler düşündürüyor,future Tell them what you think
114.461625,121.5525625,train_095,utterance_009,train, mutlu aile tablosu bunu anlatıyorum resmini,happy family tabl
121.8525625,141.1645,train_095,utterance_010,train, yaşamındaki en güzel alsanız anlatır mısınız en güzel hatıram Ne bileyim böyle güzel geçiyor günlerin çalışıyorum,I will tell you the most beautiful one in your life.
141.46450000000004,144.6,train_095,utterance_011,train, teşekkürler,Thank you
0.0,10.9711875,dev_048,utterance_001,development, bu çalışmaya katılmayı kabul ettiğiniz için teşekkür ederiz,thank you for agreeing to participate in this work
11.2711875,14.65775,dev_048,utterance_002,development, öğreneceksin,you will learn
14.95775,21.0065625,dev_048,utterance_003,development, gece seni düşündüm sizinle düşündüm deme Hissettir de çok iyi,I think of you at night I think with you Feel it is so good
21.3065625,23.00675,dev_048,utterance_004,development, , 
23.30675,27.313000000000002,dev_048,utterance_005,development, kötü beyazlamasını siliyorum,I&#39;m wiping my bad whiteness
27.613000000000003,34.9890625,dev_048,utterance_006,development, 12345678 doktor oluyor,12345678 becoming a doctor
35.2890625,47.746,dev_048,utterance_007,development, 1234567, 1234567
48.04600000000001,50.8899375,dev_048,utterance_008,development, 35, 35
51.1899375,55.822875,dev_048,utterance_009,development, , 
56.122875,60.36,dev_048,utterance_010,development, , 
0.0,42.9914375,test_024,utterance_001,test, ara beni buraya getirdi Ondan sonra geçeyim mi sonraki soruyor buraya neden geldiniz anlatırmısınız sorun bu de İyidir depresyonun ayrılmıştı benim uykusuzluğun halsizliğin yorgunluğun ailem çok rahatsız oluyor da o durumda beni zaten İkide bir hastaneye götürsün hastaneye götürdüler Suriye götürdüler oraya yatırdı,"call me here After that, I ask you the next time I come here why do you tell me why is this the problem is the depression is depressed my insomnia is tired of your insomnia my family is very uncomfortable in that case you have already taken me to a hospital and taken me to the hospital took me to Syria"
43.2914375,57.093625,test_024,utterance_002,test, gelecek olan sayfadaki resmi anlatır mısınız size neler Düşündürdü ve hissettirdi gelecek olan sayfadaki resmi Bilmiyorum ki resimden gerekmiyor mu,will you tell the picture on the next page what will you think Imagine and feel the page on the next page I do not know
57.393625,96.4756875,test_024,utterance_003,test, umutsuz birini görüyorum yani kendimi kötü hissettiriyor yalnızlıktan Ağlayan bir adam görüyorum kucağında sarıldığı sanki bir çocuk varmış gibi görüyorum küçük çocuk mu başka bir şey mi ayakkabılarını renkleri birbirinden daha farklı gibi gözüküyor,I see a hopeless one I feel so bad I feel a lonely man I see a crying man I feel as though a child has been wrapped in my lap Little child mu something else The colors of the shoes look different from each other
96.7756875,120.187625,test_024,utterance_004,test, kötü bir hatıra anınızı anlatır mısınız kardeşim ara içeri girdi Sonra masum olarak çıktı 2 ay kaldı o kaldığı sürede En kötü hatırandır bir daha öyle bir şey asla olsun istemiyorum,can you tell me a bad memory of your memories sister broke in And then it turned out to be innocent 2 months left in the time that it remained Worst reminiscence I do not want anything ever again
120.487625,139.7285,test_024,utterance_005,test, regular sayarmısınız 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, regular sayarmısınız 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
140.0285,151.03799999999995,test_024,utterance_006,test, 1 5 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 1 5 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
151.338,155.9448125,test_024,utterance_007,test, gelecek olan sayfa diye bakabilir miyim sayfaya,Can I take a look at the next page
156.2448125,187.7001875,test_024,utterance_008,test,  mutlu bir aile tablosu görüyorum bir karı bir koca yanında çocukları var yatağında köpekleri var kapımızın Önünde kuşlar var evlerinde tavukları horozları var sanki bir kulübeye yan tarafta da alır var ama hayvanlarda onlarla beraber yaşıyormuş gibi hayvanlarda ayrılmıyor varmış gibi çok tatlı Bayat ben bu tabloyu çok sevdim öyle bir ay nasıl,I see a happy family table I have a wife and a husband beside the children There are dogs in the bed We have birds in front of them There are chickens in the house There are roosters There is a club in the side There is a club on the side But they are living in animals as they lived with animals They are not leaving as sweet as they are So sweet I love this picture so how a month
188.0001875,228.312,test_024,utterance_009,test, yatak odası Beni Güzel Hatırla en güzel hatıra anlatır mısınız en güzel hatıram prostat ameliyatı oldu ameliyatta şeyi almışlar yoğun bakıma kalbi durmuş ama sonra tekrar iyileşti düzeldi babamın tekrar aramızda olması daha çok,the bedroom is the most beautiful memorize you can tell me the most beautiful memories prostate surgery was taken in the operative thing intense look stopped the heart but then the healing was improved again my father is between us more
0.0,10.345625,train_058,utterance_001,train, , 
10.645625,33.6530625,train_058,utterance_002,train, bipolar erkekler Bipolar tedavi doktoru bana mı kendime,bipolar men bipolar treatment doctor me self
33.9530625,35.7991875,train_058,utterance_003,train, , 
36.0991875,47.56575,train_058,utterance_004,train, yapma böyle seni dostların süresi yapma bir indirim borcu var gibi duruyor,Doing such a lot of folks seems to have a discount debt making
47.86575,50.5086875,train_058,utterance_005,train, kötü bir hatıra,a bad memory
50.8086875,70.4775,train_058,utterance_006,train, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22 23, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 20 21 22 23
70.7775,79.4251875,train_058,utterance_007,train, 1 2 3 4 5 6 7 8 9 10 11 12, 1 2 3 4 5 6 7 8 9 10 11 12
79.7251875,93.2703125,train_058,utterance_008,train, parasız asaleti olur gerçekten mutluluk olsun Sevgi Aşk Herşeye Değer,free of charge is really noble happiness get love love love everything
93.5703125,100.92,train_058,utterance_009,train, Denizli hava durumu,Denizli weather
0.0,180.659625,train_035,utterance_001,train, moda moda gece Bilmem derken herhalde yanlış anladın öyle mutlu bir yerde ortamına göre davranabiliyorum Tabii ki de yaşatmasın zaten büyük dedem öldü dünya Hepimiz öleceğiz hastaneye gittim kötü bir hatıra aklıma bir şey geldi hatıra LC Waikiki'de çalışırken mağazada 2012 senesinde mağazada ama anlatırken iyi bir ana gibi anlatıyorum kalktığımda 3 buradan buradan bir de buradan tam buradaydı akrep yattığım yerden başım bile kaldıramadım bir baktım üzerinde böyle mutluyum da dediğim bir şey yani bağırdım anne anne baba Baba Akrep var benim üzerimde diye bağırdım oradan çıkar arı soktu resim çok güzel yapılmış utanıyor da baba herhalde biraz Utanmak değil de çok çalışmasına yorulmuş bir dede gibi görünüyor burada yaşlı bir amca görünüyor Öyle diyeyim ben size resmini arkasında beyaz arka plan Sandal ateş odun yazıyor Ben ne yapsam ne etsem diye düşünüyor buradaki amca dede  buraya neden geldim buraya geri kalan tedavimi tamamlamak üzere geldi bu resim her zaman olduğu gibi babamı veya da büyük bir yerine hissettiriyor bana çok çalışmış çok yorulmuş diye yani kömür ocağında çalış çıktı bildiğimiz yani tuhaf attım Oradan Biz içeride dışarı zorla çıkmıştık bir kötü onun da olur zaten var mı Onu da size size anlatacaktır bulmuşum falan söylemedi ama aklıma geldiği için yani ateşin gördüm orada çıkarken en son korktuğum olaydı oydu benim ne olarak korkak bir insan değilim çünkü cesaret indir bu kadar çalışan bir işçi kötü bir hatıram anlatabilirim Siz de sıkılmadınız mı o an her yerde aynı şeyi hatırlıyorum akrep sokması Köydeyken çok küçüktüm babaannem 3 ay boyunca kalmıştır Dedem öldükten sonra köyde yanında kalmıştır onunla Sabah bir kalktım ben de hep böyle moda moda geçir biliyorum ben nasıl botları diye biliyorum OHAL,"fashion fashion night I guess I know I&#39;m misinformed I can behave according to the environment in such a happy place I surely have a bigger death to die in the world I&#39;ve gone to the hospital we all will die a bad memoir came to mind Something came up in commemorative LC Waikiki, I tell you as i&#39;m here 3 from here and here I was right here from where i put my scorpion i can not even stand up i am on a look like this i am happy i am something i mean i am screaming mother parents dad i have scorpio i am over me i screamed out of there bee stuck in the picture is very beautiful, It looks a bit like an elderly grandfather who is a bit tired of working hard but not ashamed I am an old uncle I say so I say white background behind the picture is written Sandal fire wood is writing I think what I do and what I do think here uncle grandfather here I came here he came to complete the rest of the treatment as this picture is always like my father or a big place makes me feel so tired he worked very hard so he worked in the coal quarry that we know that he was so weird I got out of there, I will tell you I did not say anything, but I did not say anything about it, but because it came to my mind I saw the fire I was the last I was scared while I was out there I was not a coward human being what I am as a cowardly worker a worker working so bad I can tell a bad memories Are you bored at the moment I remember the same thing everywhere My father was very young while I was in town for 3 months. After he died, he stayed with me in the village. I stayed in the morning and I always have such a fashionable fashion. I know how to make boots."
180.959625,199.366625,train_035,utterance_002,train, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
199.666625,212.8955,train_035,utterance_003,train, 1 2 3 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, 1 2 3 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30
213.1955,217.0135,train_035,utterance_004,train, , 
